9.661493095336481929e-05,4.815196152776479721e-03,1.385720679536461830e-04
1.810334506444633007e-04,4.955146461725234985e-03,1.382190384902060032e-04
9.962385229300707579e-05,4.815018270164728165e-03,1.385728392051532865e-04
8.931617776397615671e-05,4.810584709048271179e-03,1.385866489727050066e-04
1.096043561119586229e-04,4.826575983315706253e-03,1.385320356348529458e-04
1.450499985367059708e-04,4.958259407430887222e-03,1.381564507028087974e-04
2.002961991820484400e-04,5.005431361496448517e-03,1.381504553137347102e-04
1.368565281154587865e-04,4.852592945098876953e-03,1.384845381835475564e-04
1.052639418048784137e-04,4.822492599487304688e-03,1.385520299663767219e-04
2.072274510283023119e-04,5.004256032407283783e-03,1.381653128191828728e-04
