1.832244538255239030e+00,1.722423821255994580e+00,1.743621147003090011e+00,1.709907702388849815e+00,1.674528729352089407e+00,1.640908398570307014e+00,1.609454822567695897e+00,1.572715125279417592e+00,1.515370373331679010e+00,1.407180195502879538e+00,1.196582349319496474e+00,1.137433288663849407e+00,7.947283889968982384e-01,6.223258086118413912e-01,4.735517924272991674e-01,3.600244214254934016e-01,2.875594226966707856e-01
1.832168044248676075e+00,1.722330870470420772e+00,1.743521672255765376e+00,1.709591923164048399e+00,1.674212881784657103e+00,1.640560625041011189e+00,1.609058057101290018e+00,1.572359072900131771e+00,1.515078863775121132e+00,1.406938235293693440e+00,1.196194047566002228e+00,1.137267206598872038e+00,7.943440772328900223e-01,6.221609091146873549e-01,4.733546263467314219e-01,3.597631936029567212e-01,2.872386361577312086e-01
1.832090727076334247e+00,1.722236317505189795e+00,1.743420222456409485e+00,1.709278654866530855e+00,1.673899055951231229e+00,1.640215050686841591e+00,1.608664086888346390e+00,1.572004745999930231e+00,1.514787750052493553e+00,1.406695517871000112e+00,1.195806680453311399e+00,1.137101119590062881e+00,7.939597104453492982e-01,6.219933494756724190e-01,4.731551003955760670e-01,3.595005850319483720e-01,2.869172849837890449e-01
1.832012582056936179e+00,1.722140163573660399e+00,1.743316801512046599e+00,1.708967863055361747e+00,1.673587219186412955e+00,1.639871641101738220e+00,1.608272872212176186e+00,1.571652111007007857e+00,1.514497007154592900e+00,1.406452026361245888e+00,1.195420223466567622e+00,1.136935015648453895e+00,7.935752771167966513e-01,6.218231328014854897e-01,4.729532199985196361e-01,3.592365992856376700e-01,2.865953710426268897e-01
1.831933604509206504e+00,1.722042409889185555e+00,1.743211413329700754e+00,1.708659513289608078e+00,1.673277338824801896e+00,1.639530361879641074e+00,1.607884373356093022e+00,1.571301134349563755e+00,1.514206610072214687e+00,1.406207743890877992e+00,1.195034652090912974e+00,1.136768882785076595e+00,7.931907657297526670e-01,6.216502621988156951e-01,4.727489905802483849e-01,3.589712399371935980e-01,2.862728962020266721e-01
1.831853789751865635e+00,1.721943057665123789e+00,1.743104061816396433e+00,1.708353571128335302e+00,1.672969382200998112e+00,1.639191178614491706e+00,1.607498550603409626e+00,1.570951782455794810e+00,1.513916533796154873e+00,1.405962653586345423e+00,1.194649941811490867e+00,1.136602709010962942e+00,7.928061647667379308e-01,6.214747407743520524e-01,4.725424175654487358e-01,3.587045105597851391e-01,2.859498623297704323e-01
1.831773133103641982e+00,1.721842108114829850e+00,1.742994750879157229e+00,1.708050002130609535e+00,1.672663316649602772e+00,1.638854056900228784e+00,1.607115364237438504e+00,1.570604021753898571e+00,1.513626753317209417e+00,1.405716738574094071e+00,1.194266068113443824e+00,1.136436482337144671e+00,7.924214627102726949e-01,6.212965716347843559e-01,4.723335063788071664e-01,3.584364147265816647e-01,2.856262712936404324e-01
1.831691629883254180e+00,1.721739562451660932e+00,1.742883484425007845e+00,1.707748771855497338e+00,1.672359109505215491e+00,1.638518962330794748e+00,1.606734774541492827e+00,1.570257818672072814e+00,1.513337243626174500e+00,1.405469981980573158e+00,1.193883006481914366e+00,1.136270190774653965e+00,7.920366480428784328e-01,6.211157578868007345e-01,4.721222624450100436e-01,3.581669560107521022e-01,2.853021249614190458e-01
1.831609275409428861e+00,1.721635421888972450e+00,1.742770266360972542e+00,1.707449845862064386e+00,1.672056728102436995e+00,1.638185860500129376e+00,1.606356741798885102e+00,1.569913139638515087e+00,1.513047979713845859e+00,1.405222366932228351e+00,1.193500732402046127e+00,1.136103822334521896e+00,7.916517092470751749e-01,6.209323026370910936e-01,4.719086911887438451e-01,3.578961379854658786e-01,2.849774252008883124e-01
1.831526065000888659e+00,1.721529687640120931e+00,1.742655100594074469e+00,1.707153189709376129e+00,1.671756139775866901e+00,1.637854717002172444e+00,1.605981226292928055e+00,1.569569951081422721e+00,1.512758936571019230e+00,1.404973876555508205e+00,1.193119221358980964e+00,1.135937365027780421e+00,7.912666348053838394e-01,6.207462089923442283e-01,4.716927980346945493e-01,3.576239642238918659e-01,2.846521738798300505e-01
