1.835146326455815435e+00,1.718438059433126552e+00,1.643491183951912404e+00,1.674111779099860753e+00,1.635061072640338287e+00,1.586875418048055764e+00,1.581297589437767215e+00,1.480919105154202775e+00,1.330531791508677619e+00,1.121263994969837974e+00,9.502141608653694727e-01,7.969235574424112789e-01,6.329080772243846909e-01,nan,4.312050272692296016e-01,3.614879989357875911e-01,3.009022517241549122e-01,2.515123152019796415e-01
1.835016358438908091e+00,1.718370270496263563e+00,1.643112053937464401e+00,1.673731935267873228e+00,1.634704120324581567e+00,1.586548353827350155e+00,1.580847294379247536e+00,1.480584738586566473e+00,1.330204702826317309e+00,1.120992184169528061e+00,9.498306285370360369e-01,7.965642862834724225e-01,6.326509388746739404e-01,nan,4.310380876332428057e-01,3.612502799220844718e-01,3.006048684799256798e-01,2.512185744787021058e-01
1.834886502461684721e+00,1.718299924666189860e+00,1.642735795469519422e+00,1.673354589528762482e+00,1.634349157823355103e+00,1.586222458999738238e+00,1.580400072165067726e+00,1.480251227370479761e+00,1.329877795872997481e+00,1.120718388785698849e+00,9.494469561642187028e-01,7.962046000400596624e-01,6.323926343160934938e-01,nan,4.308688625027533581e-01,3.610110366641096080e-01,3.003066617789865167e-01,2.509243823862005174e-01
1.834756745663989275e+00,1.718227031041826391e+00,1.642362371407708688e+00,1.672979706408947997e+00,1.633996151670199959e+00,1.585897705400132640e+00,1.579955883222502910e+00,1.479918545609485658e+00,1.329551049888576086e+00,1.120442607455110151e+00,9.490631316548793217e-01,7.958444894389804514e-01,6.321331568629166009e-01,nan,4.306973571814534107e-01,3.607702730253853352e-01,3.000076340834189614e-01,2.506297405187136729e-01
1.834627075185666811e+00,1.718151598722093887e+00,1.641991744611660531e+00,1.672607250434851034e+00,1.633645068398656974e+00,1.585574064863444876e+00,1.579514687978825549e+00,1.479586667407126299e+00,1.329224444112908632e+00,1.120164838814521779e+00,9.486791429169779688e-01,7.954839452070419092e-01,6.318724998294165118e-01,nan,4.305235769730352269e-01,3.605279928694337666e-01,2.997077878553039421e-01,2.503346504704803688e-01
1.834497478166561946e+00,1.718073636805912408e+00,1.641623877941007059e+00,1.672237186132890852e+00,1.633295874542264547e+00,1.585251509224587574e+00,1.579076446861309435e+00,1.479255566866942928e+00,1.328897957785853068e+00,1.119885081500692436e+00,9.482949778584760514e-01,7.951229580710511557e-01,6.316106565298669206e-01,nan,4.303475271811911806e-01,3.602842000597773486e-01,2.994071255567224421e-01,2.500391138357395682e-01
1.834367941746521291e+00,1.717993154392202682e+00,1.641258734255376606e+00,1.671869478029488265e+00,1.632948536634565073e+00,1.584930010318472471e+00,1.578641120297229028e+00,1.478925218092479232e+00,1.328571570147266234e+00,1.119603334150382601e+00,9.479106243873348658e-01,7.947615187578159768e-01,6.313476202785410774e-01,nan,4.301692131096132576e-01,3.600388984599383613e-01,2.991056496497556116e-01,2.497431322087301231e-01
1.834238453065388352e+00,1.717910160579885659e+00,1.640896276414400834e+00,1.671504090651063423e+00,1.632603021209098504e+00,1.584609539980011528e+00,1.578208668713857898e+00,1.478595595187277123e+00,1.328245260437005415e+00,1.119319595400352085e+00,9.475260704115152643e-01,7.943996179941431590e-01,6.310833843897126760e-01,nan,4.299886400619937210e-01,3.597920919334393064e-01,2.988033625964846007e-01,2.494467071836909133e-01
1.834108999263009077e+00,1.717824664467880957e+00,1.640536467277709631e+00,1.671140988524036475e+00,1.632259294799405014e+00,1.584290070044116927e+00,1.577779052538470284e+00,1.478266672254878955e+00,1.327919007894927006e+00,1.119033863887360258e+00,9.471413038389785433e-01,7.940372465068407104e-01,6.308179421776549667e-01,nan,4.298058133420250559e-01,3.595437843438025194e-01,2.985002668589905594e-01,2.491498403548609297e-01
1.833979567479228301e+00,1.717736675155109527e+00,1.640179269704932441e+00,1.670780136174828456e+00,1.631917323939024111e+00,1.583971572345700185e+00,1.577352232198338644e+00,1.477938423398825973e+00,1.327592791760888291e+00,1.118746138248165822e+00,9.467563125776852218e-01,7.936743950227149735e-01,6.305512869566413103e-01,nan,4.296207382533992480e-01,3.592939795545503356e-01,2.981963648993543048e-01,2.488525333164788023e-01
