1.835959646577430826e+00,1.787085948453263740e+00,1.738266311212917969e+00,1.708474867836531352e+00,1.658569042708273100e+00,1.610789613915426743e+00,1.544703884138859618e+00,1.424592294470320430e+00,1.338961528231785492e+00,1.012379862854173584e+00,8.479146929511474085e-01,7.196477383769356306e-01,5.984792623859711558e-01,5.305665939114067031e-01
1.835898132497502777e+00,1.787013692163686551e+00,1.738110181731790105e+00,1.708053349386036368e+00,1.658163152082372971e+00,1.610341817420150257e+00,1.544343145866114542e+00,1.424262218509212197e+00,1.338781644108967717e+00,1.012020782747497405e+00,8.475367748376810839e-01,7.192591329630741992e-01,5.982144736812990971e-01,5.303707469890209802e-01
1.835835493503834126e+00,1.786939209883015689e+00,1.737953015887842456e+00,1.707635887709344269e+00,1.657760386427825861e+00,1.609897517572831172e+00,1.543984663483387143e+00,1.423932898203370767e+00,1.338602189574617851e+00,1.011661158103128066e+00,8.471583916502672951e-01,7.188708119632319926e-01,5.979487605523905458e-01,5.301735505978780738e-01
1.835771727776142059e+00,1.786862507958389745e+00,1.737794807380975248e+00,1.707222438912247897e+00,1.657360706839840159e+00,1.609456671864283539e+00,1.543628402025652768e+00,1.423604309316386818e+00,1.338423149377668375e+00,1.011300977907933163e+00,8.467795355869210949e-01,7.184827611172872608e-01,5.976821156625879983e-01,5.299750011182948750e-01
1.835706833494145318e+00,1.786783592736945758e+00,1.737635549911088484e+00,1.706812959100537652e+00,1.656964074413626475e+00,1.609019237785324297e+00,1.543274326527884321e+00,1.423276427611851025e+00,1.338244508267049770e+00,1.010940231148778734e+00,8.464001988456575365e-01,7.180949661651179206e-01,5.974145316752347279e-01,5.297750949305886081e-01
1.835640808837563531e+00,1.786702470565823875e+00,1.737475237178082832e+00,1.706407404380006598e+00,1.656570450244393866e+00,1.608585172826766607e+00,1.542922402025056261e+00,1.422949228853352066e+00,1.338066250991695183e+00,1.010578906812531708e+00,8.460203736244918948e-01,7.177074128466008895e-01,5.971460012536738970e-01,5.295738284150762754e-01
1.835573651986114108e+00,1.786619147792160911e+00,1.737313862881858295e+00,1.706005730856446911e+00,1.656179795427351831e+00,1.608154434479427186e+00,1.542572593552142379e+00,1.422622688804480173e+00,1.337888362300535761e+00,1.010216993886060344e+00,8.456400521214398891e-01,7.173200869016144177e-01,5.968765170612482240e-01,5.293711979520752120e-01
1.835505361119517120e+00,1.786533630763096792e+00,1.737151420722315098e+00,1.705607894635649879e+00,1.655792071057708981e+00,1.607726980234120973e+00,1.542224866144116024e+00,1.422296783228826689e+00,1.337710826942502429e+00,1.009854481356230016e+00,8.452592265345161282e-01,7.169329740700357556e-01,5.966060717613010933e-01,5.291671999219025313e-01
1.835435934417489090e+00,1.786445925825769443e+00,1.736987904399353910e+00,1.705213851823408566e+00,1.655407238230675704e+00,1.607302767581663350e+00,1.541879184835952099e+00,1.421971487889980512e+00,1.337533629666528112e+00,1.009491358209908540e+00,8.448778890617364423e-01,7.165460600917428202e-01,5.963346580171751121e-01,5.289618307048754575e-01
1.835365370059749646e+00,1.786356039327317236e+00,1.736823307612874068e+00,1.704823558525514038e+00,1.655025258041460390e+00,1.606881754012869701e+00,1.541535514662623729e+00,1.421646778551531654e+00,1.337356755221544180e+00,1.009127613433962622e+00,8.444960319011156624e-01,7.161593307066129732e-01,5.960622684922135539e-01,5.287550866813111039e-01
1.835293666226017084e+00,1.786263977614878096e+00,1.736657624062776462e+00,1.704436970847758692e+00,1.654646091585272760e+00,1.606463897018554743e+00,1.541193820659105151e+00,1.421322630977070345e+00,1.337180188356482002e+00,1.008763236015259412e+00,8.441136472506692856e-01,7.157727716545239094e-01,5.957888958497593590e-01,5.285469642315265837e-01
1.835220821096009702e+00,1.786169747035591948e+00,1.736490847448960873e+00,1.704054044895934483e+00,1.654269699957322759e+00,1.606049154089533637e+00,1.540854067860370158e+00,1.420999020930186374e+00,1.337003913820273837e+00,1.008398214940665172e+00,8.437307273084122539e-01,7.153863686753536566e-01,5.955145327531554678e-01,5.283374597358391211e-01
1.835146832849446907e+00,1.786073353936595831e+00,1.736322971471328636e+00,1.703674736775834031e+00,1.653896044252818998e+00,1.605637482716622655e+00,1.540516221301392097e+00,1.420675924174469973e+00,1.336827916361851054e+00,1.008032539197047939e+00,8.433472642723602863e-01,7.150001075089790215e-01,5.952391718657450426e-01,5.281265695745658295e-01
1.835071699666045886e+00,1.785974804665029447e+00,1.736153989829778421e+00,1.703299002593249067e+00,1.653525085566971420e+00,1.605228840390636069e+00,1.540180246017146093e+00,1.420353316473511152e+00,1.336652180730145689e+00,1.007666197771273753e+00,8.429632503405279920e-01,7.146139738952785869e-01,5.949628058508709127e-01,5.279142901280237110e-01
1.834995419725526045e+00,1.785874105568030057e+00,1.735983896224210676e+00,1.702926798453970880e+00,1.653156784994988859e+00,1.604823184602389929e+00,1.539846107042604828e+00,1.420031173590899920e+00,1.336476691674089334e+00,1.007299179650210208e+00,8.425786777109309789e-01,7.142279535741291596e-01,5.946854273718762407e-01,5.277006177765299899e-01
1.834917991207605903e+00,1.785771262992736697e+00,1.735812684354526736e+00,1.702558080463792090e+00,1.652791103632080594e+00,1.604420472842698731e+00,1.539513769412743205e+00,1.419709471290226066e+00,1.336301433942613581e+00,1.006931473820723566e+00,8.421935385815847441e-01,7.138420322854088784e-01,5.944070290921038557e-01,5.274855489004022235e-01
1.834839412292003535e+00,1.785666283286288403e+00,1.735640347920626159e+00,1.702192804728505093e+00,1.652428002573456123e+00,1.604020662602378300e+00,1.539183198162534350e+00,1.419388185335079156e+00,1.336126392284650022e+00,1.006563069269680755e+00,8.418078251505042298e-01,7.134561957689951051e-01,5.941276036748969203e-01,5.272690798799569700e-01
1.834759681158437683e+00,1.785559172795822436e+00,1.735466880622408725e+00,1.701830927353901401e+00,1.652067442914325390e+00,1.603623711372243577e+00,1.538854358326952054e+00,1.419067291489050975e+00,1.335951551449130914e+00,1.006193954983950034e+00,8.414215296157047108e-01,7.130704297647655343e-01,5.938471437835984856e-01,5.270512070955115647e-01
1.834678795986627753e+00,1.785449937868477832e+00,1.735292276159775104e+00,1.701472404445773412e+00,1.651709385749897230e+00,1.603229576643110388e+00,1.538527214940971222e+00,1.418746765515729757e+00,1.335776896184988072e+00,1.005824119950396778e+00,8.410346441752014623e-01,7.126847200125980830e-01,5.935656420815514922e-01,5.268319269273835648e-01
1.834596754956290710e+00,1.785338584851393628e+00,1.735116528232625965e+00,1.701117192109912857e+00,1.651353792175381363e+00,1.602838215905792563e+00,1.538201733039564756e+00,1.418426583178705735e+00,1.335602411241152199e+00,1.005453553155888802e+00,8.406471610270097594e-01,7.122990522523700019e-01,5.932830912320988803e-01,5.266112357558895285e-01
1.834513556247145516e+00,1.785225120091707529e+00,1.734939630540860422e+00,1.700765246452111912e+00,1.651000623285986624e+00,1.602449586651107483e+00,1.537877877657706893e+00,1.418106720241569363e+00,1.335428081366556441e+00,1.005082243587292590e+00,8.402590723691445440e-01,7.119134122239588747e-01,5.929994838985838124e-01,5.263891299613470132e-01
1.834429198038911579e+00,1.785109549936558349e+00,1.734761576784379811e+00,1.700416523578162531e+00,1.650649840176922512e+00,1.602063646369868977e+00,1.537555613830371870e+00,1.417787152467911094e+00,1.335253891310131058e+00,1.004710180231475736e+00,8.398703703996215353e-01,7.115277856672427292e-01,5.927148127443490067e-01,5.261656059240731320e-01
1.834343678511306530e+00,1.784991880733084679e+00,1.734582360663083245e+00,1.700070979593856446e+00,1.650301403943398748e+00,1.601680352552892428e+00,1.537234906592533035e+00,1.417467855621319606e+00,1.335079825820809196e+00,1.004337352075304279e+00,8.394810473164557862e-01,7.111421583220988163e-01,5.924290704327377366e-01,5.259406600243846652e-01
1.834256995844049554e+00,1.784872118828424448e+00,1.734401975876872060e+00,1.699728570604986722e+00,1.649955275680624611e+00,1.601299662690993220e+00,1.536915720979164179e+00,1.417148805465386241e+00,1.334905869647522003e+00,1.003963748105646037e+00,8.390910953176626830e-01,7.107565159284048306e-01,5.921422496270930536e-01,5.257142886425992812e-01
1.834169148216858281e+00,1.784750270569716690e+00,1.734220416125646258e+00,1.699389252717344423e+00,1.649611416483808934e+00,1.600921534274986513e+00,1.536598022025239763e+00,1.416829977763700121e+00,1.334732007539200849e+00,1.003589357309367269e+00,8.387005066012569454e-01,7.103708442260389111e-01,5.918543429907577869e-01,5.254864881590339820e-01
1.834080133809451896e+00,1.784626342304099111e+00,1.734037675109304733e+00,1.699052982036721504e+00,1.649269787448161884e+00,1.600545924795688579e+00,1.536281774765733799e+00,1.416511348279851701e+00,1.334558224244777769e+00,1.003214168673335127e+00,8.383092733652545148e-01,7.099851289548777533e-01,5.915653431870750989e-01,5.252572549540056590e-01
1.833989950801548918e+00,1.784500340378711636e+00,1.733853746527749262e+00,1.698719714668911029e+00,1.648930349668892070e+00,1.600172791743913026e+00,1.535966944235619192e+00,1.416192892777430767e+00,1.334384504513184355e+00,1.002838171184416982e+00,8.379173878076702220e-01,7.095993558547997182e-01,5.912752428793877080e-01,5.250265854078317584e-01
1.833898597372867423e+00,1.784372271140690636e+00,1.733668624080879628e+00,1.698389406719704064e+00,1.648593064241209216e+00,1.599802092610476789e+00,1.535653495469870622e+00,1.415874587020027331e+00,1.334210833093353088e+00,1.002461353829478874e+00,8.375248421265193421e-01,7.092135106656820565e-01,5.909840347310389985e-01,5.247944759008291715e-01
1.833806071703127039e+00,1.784242140937176924e+00,1.733482301468595832e+00,1.698062014294893229e+00,1.648257892260322599e+00,1.599433784886193921e+00,1.535341393503462326e+00,1.415556406771231623e+00,1.334037194734214893e+00,1.002083705595389063e+00,8.371316285198173723e-01,7.088275791274030180e-01,5.906917114053719109e-01,5.245609228133155666e-01
1.833712371972044952e+00,1.784109956115306872e+00,1.733294772390798100e+00,1.697737493500269812e+00,1.647924794821441496e+00,1.599067826061879805e+00,1.535030603371366986e+00,1.415238327794633433e+00,1.333863574184701362e+00,1.001705215469013366e+00,8.367377391855794766e-01,7.084415469798392984e-01,5.903982655657291634e-01,5.243259225256073908e-01
1.833617496359340349e+00,1.783975723022220405e+00,1.733106030547386434e+00,1.697415800441626876e+00,1.647593733019775408e+00,1.598704173628349823e+00,1.534721090108559727e+00,1.414920325853822769e+00,1.333689956193745418e+00,1.001325872437219155e+00,8.363431663218203749e-01,7.080553999628690365e-01,5.901036898754541404e-01,5.240894714180223124e-01
1.833521443044731303e+00,1.783839448005055450e+00,1.732916069638262169e+00,1.697096891224755488e+00,1.647264667950534278e+00,1.598342785076419803e+00,1.534412818750013452e+00,1.414602376712389642e+00,1.333516325510277545e+00,1.000945665486873137e+00,8.359479021265560084e-01,7.076691238163699271e-01,5.898079769978894493e-01,5.238515658708771117e-01
1.833424210207937000e+00,1.783701137410950599e+00,1.732724883363323976e+00,1.696780721955448490e+00,1.646937560708926496e+00,1.597983617896904684e+00,1.534105754330702842e+00,1.414284456133924062e+00,1.333342666883229555e+00,1.000564583604842683e+00,8.355519387978013190e-01,7.072827042802194430e-01,5.895111195963785855e-01,5.236122022644894569e-01
1.833325796028676180e+00,1.783560797587043556e+00,1.732532465422473633e+00,1.696467248739497169e+00,1.646612372390161561e+00,1.597626629580620072e+00,1.533799861885601468e+00,1.413966539882016260e+00,1.333168965061534150e+00,1.000182615777994721e+00,8.351552685335715820e-01,7.068961270942952790e-01,5.892131103342642673e-01,5.233713769791762394e-01
1.833226198686665587e+00,1.783418434880474246e+00,1.732338809515609812e+00,1.696156427682694590e+00,1.646289064089449417e+00,1.597271777618380018e+00,1.533495106449683121e+00,1.413648603720256025e+00,1.332995204794122257e+00,9.997997509931957349e-01,8.347578835318820722e-01,7.065093779984749078e-01,5.889139418748894350e-01,5.231290863952543502e-01
1.833125416361625737e+00,1.783274055638379929e+00,1.732143909342633403e+00,1.695848214890831374e+00,1.645967596901998897e+00,1.596919019501000570e+00,1.533191453057922038e+00,1.413330623412233145e+00,1.332821370829925689e+00,9.994159782373127632e-01,8.343597759907480649e-01,7.061224427326362463e-01,5.886136068815971401e-01,5.228853268930411247e-01
1.833023447233274261e+00,1.783127666207899864e+00,1.731947758603445520e+00,1.695542566469700363e+00,1.645647931923019058e+00,1.596568312719297555e+00,1.532888866745292011e+00,1.413012574721537851e+00,1.332647447917876704e+00,9.990312864972130669e-01,8.339609381081847239e-01,7.057353070366565451e-01,5.883120980177305448e-01,5.226400948528538981e-01
1.832920289481330123e+00,1.782979272936171533e+00,1.731750350997944166e+00,1.695239438525093956e+00,1.645330030247720288e+00,1.596219614764085692e+00,1.532587312546766167e+00,1.412694433411760375e+00,1.332473420806906006e+00,9.986456647597632408e-01,8.335613620822073244e-01,7.053479566504140541e-01,5.880094079466324786e-01,5.223933866550098948e-01
1.832815941285510730e+00,1.782828882170334417e+00,1.731551680226032230e+00,1.694938787162803440e+00,1.645013852971311863e+00,1.595872883126180142e+00,1.532286755497319186e+00,1.412376175246490284e+00,1.332299274245947185e+00,9.982591020118307679e-01,8.331610401108312525e-01,7.049603773137859131e-01,5.877055293316463258e-01,5.221451986798258948e-01
1.832710400825536379e+00,1.782676500257526664e+00,1.731351739987607941e+00,1.694640568488621657e+00,1.644699361189001952e+00,1.595528075296396064e+00,1.531987160631924860e+00,1.412057775989318031e+00,1.332124992983929834e+00,9.978715872402817988e-01,8.327599643920714501e-01,7.045725547666498167e-01,5.874004548361144717e-01,5.218955273076192336e-01
1.832603666281123811e+00,1.782522133544886422e+00,1.731150523982571743e+00,1.694344738608340117e+00,1.644386515996000941e+00,1.595185148765549066e+00,1.531688492985557204e+00,1.411739211403833183e+00,1.331950561769786656e+00,9.974831094319840386e-01,8.323581271239434143e-01,7.041844747488831269e-01,5.870941771233801898e-01,5.216443689187068022e-01
