1.842763203072901312e+00,1.794082704538795259e+00,1.741176443639193661e+00,1.700887533633156812e+00,1.660425524783529339e+00,1.619103606486887781e+00,1.557305136487314723e+00,1.419288490790657331e+00,1.205122569172274449e+00,9.941635965592289237e-01,7.993522712430763955e-01,6.674935799688257454e-01,5.616257216312068312e-01,4.684984985800706991e-01,3.813859280979887134e-01,3.309322597493696283e-01
1.842662473807521462e+00,1.793964786107884013e+00,1.740826574038420782e+00,1.700578773210556394e+00,1.660135146115772065e+00,1.618791414433603526e+00,1.556914777515157722e+00,1.418958962199958540e+00,1.204825852373598627e+00,9.938313321598520877e-01,7.989494417757668776e-01,6.671267431413385740e-01,5.614358239619856583e-01,4.684461576793138016e-01,3.811839849599009122e-01,3.306001916952900910e-01
1.842561257798009056e+00,1.793845964664067871e+00,1.740479503994864396e+00,1.700271638323616719e+00,1.659845941091042221e+00,1.618480664166275673e+00,1.556527117269504767e+00,1.418630164708181374e+00,1.204528342942571051e+00,9.934980171003199301e-01,7.985465247569838443e-01,6.667602219437942512e-01,5.612442700669713069e-01,4.683906601306531692e-01,3.809800972209630432e-01,3.302671811510395905e-01
1.842459548123155599e+00,1.793726234626345395e+00,1.740135195442180205e+00,1.699966098936442460e+00,1.659557882001682305e+00,1.618171325168696439e+00,1.556142117905283895e+00,1.418302072115498413e+00,1.204230027853597562e+00,9.931636443836293626e-01,7.981435100096618829e-01,6.663940018158817091e-01,5.610510571385768364e-01,4.683320129131960385e-01,3.807742697442463298e-01,3.299332309944179586e-01
1.842357337861752598e+00,1.793605590413710926e+00,1.739793610314023242e+00,1.699662125013134739e+00,1.659270941140032152e+00,1.617863366924658042e+00,1.555759741577422473e+00,1.417974658222080020e+00,1.203930894081083558e+00,9.928282070127764092e-01,7.977403873567341375e-01,6.660280681972906569e-01,5.608561823692148618e-01,4.682702230060497572e-01,3.805665073928217734e-01,3.295983441032239725e-01
1.842254620092591111e+00,1.793484026445161472e+00,1.739454710544050542e+00,1.699359686517796009e+00,1.658985090798434703e+00,1.617556758917952253e+00,1.555379950440847869e+00,1.417647896828096998e+00,1.203630928599434213e+00,9.924916979907574266e-01,7.973371466211356395e-01,6.656624065277109148e-01,5.606596429512987756e-01,4.682052973883218394e-01,3.803568150297605976e-01,3.292625233552572972e-01
1.842151387894462422e+00,1.793361537139693596e+00,1.739118458065916695e+00,1.699058753414528944e+00,1.658700303269230902e+00,1.617251470632371513e+00,1.555002706650488342e+00,1.417321761733719931e+00,1.203330118383055369e+00,9.921541103205689938e-01,7.969337776258004213e-01,6.652970022468315259e-01,5.604614360772408599e-01,4.681372430391196326e-01,3.801451975181340814e-01,3.289257716283173760e-01
1.842047634346157370e+00,1.793238116916302749e+00,1.738784814813278512e+00,1.698759295667435554e+00,1.658416550844761916e+00,1.616947471551707594e+00,1.554627972361271482e+00,1.416996226739121845e+00,1.203028450406352201e+00,9.918154370052073565e-01,7.965302701936630703e-01,6.649318407943425324e-01,5.602615589394550621e-01,4.680660669375504845e-01,3.799316597210131152e-01,3.285880918002033746e-01
1.841943352526467681e+00,1.793113760193986606e+00,1.738453742719791917e+00,1.698461283240617847e+00,1.658133805817370021e+00,1.616644731159752935e+00,1.554255709728125101e+00,1.416671265644471545e+00,1.202725911643729884e+00,9.914756710476692048e-01,7.961266141476575076e-01,6.645669076099338657e-01,5.600600087303536645e-01,4.679917760627219092e-01,3.797162065014693666e-01,3.282494867487149026e-01
1.841838535514183750e+00,1.792988461391739508e+00,1.738125203719112388e+00,1.698164686098178500e+00,1.657852040479395939e+00,1.616343218940299087e+00,1.553885880905976125e+00,1.416346852249941390e+00,1.202422489069594258e+00,9.911348054509505623e-01,7.957227993107177655e-01,6.642021881332941247e-01,5.598567826423498373e-01,4.679143773937409767e-01,3.794988427225734484e-01,3.279099593516510147e-01
