1.842906088131917253e+00,1.705294618728607992e+00,1.677644485851755629e+00,1.628806839584591604e+00,1.660111057741893825e+00,1.622073403080138254e+00,1.576435250056493764e+00,1.562626626480818626e+00,1.461820490230802294e+00,1.325297465710100209e+00,1.131166078248542206e+00,9.442262145785527139e-01,8.015104742656089520e-01,6.583327299988457337e-01,5.521227022555930120e-01,4.626628937171048395e-01,3.918867934292769584e-01,3.082866917747901225e-01,2.634637949642956722e-01
1.842797296530173323e+00,1.705269414666719996e+00,1.677257916359862211e+00,1.628423609891016088e+00,1.659782349290835679e+00,1.621673798050099702e+00,1.575996936630359890e+00,1.562290457662140808e+00,1.461459386969629959e+00,1.325051389671849433e+00,1.130799625630098282e+00,9.438079578284978011e-01,8.011068461176976685e-01,6.580200029935646677e-01,5.519682882068781549e-01,4.625245146017017417e-01,3.916816295980604656e-01,3.079841198475321562e-01,2.631636444546063824e-01
1.842688216510404153e+00,1.705240426048834079e+00,1.676875050841361681e+00,1.628043447707994806e+00,1.659455346133823506e+00,1.621276975204589688e+00,1.575561530848504921e+00,1.561955683884970636e+00,1.461099580682356569e+00,1.324804453090884904e+00,1.130433107814383442e+00,9.433903589392776956e-01,8.007039449349981908e-01,6.577070620815698154e-01,5.518117047301621669e-01,4.623834724941921492e-01,3.914745387978770252e-01,3.076806642721564566e-01,2.628629461580572757e-01
1.842578839455662587e+00,1.705207675175777871e+00,1.676495846516846244e+00,1.627666314199989195e+00,1.659130017495399345e+00,1.620882895159074133e+00,1.575128993522037391e+00,1.561622275398347526e+00,1.460741042421523916e+00,1.324556641350674413e+00,1.130066509397289698e+00,9.429733996982078148e-01,8.003017516843546897e-01,6.573938939834534922e-01,5.516529514390554612e-01,4.622397735048696110e-01,3.912655257628922523e-01,3.073763276881890660e-01,2.625617019420219411e-01
1.842469156748998582e+00,1.705171184348378777e+00,1.676120260606905221e+00,1.627292170531461135e+00,1.658806332600104350e+00,1.620491518529019848e+00,1.574699285462065390e+00,1.561290202451310893e+00,1.460383743239672683e+00,1.324307939834683090e+00,1.129699814974707284e+00,9.425570618926029098e-01,7.999002473326106699e-01,6.570804854198080136e-01,5.514920279471684506e-01,4.620934237440269543e-01,3.910545952272715953e-01,3.070711127351555270e-01,2.622599136738734127e-01
1.842359159773463206e+00,1.705130975867464871e+00,1.675748250332129263e+00,1.626920977866873175e+00,1.658484260672480115e+00,1.620102805929895196e+00,1.574272367479699009e+00,1.560959435292899933e+00,1.460027654189344215e+00,1.324058333926379172e+00,1.129333009142530209e+00,9.421413273097795082e-01,7.994994128466108574e-01,6.567668231112256949e-01,5.513289338681109930e-01,4.619444293219572284e-01,3.908417519251808359e-01,3.067650220525819926e-01,2.619575832209853905e-01
1.842248839912107972e+00,1.705087072033862894e+00,1.675379772913109688e+00,1.626552697370686307e+00,1.658163770937068016e+00,1.619716717977167653e+00,1.573848200386046559e+00,1.560629944172154060e+00,1.459672746323080084e+00,1.323807809009229786e+00,1.128966076496648707e+00,9.417261777370528053e-01,7.990992291931985347e-01,6.564528937782988516e-01,5.511636688154941677e-01,4.617927963489536491e-01,3.906270005907857557e-01,3.064580582799941166e-01,2.616547124507315192e-01
1.842138188547984612e+00,1.705039495148401141e+00,1.675014785570435372e+00,1.626187290207363967e+00,1.657844832618409425e+00,1.619333215286304251e+00,1.573426744992216797e+00,1.560301699338112025e+00,1.459318990693422302e+00,1.323556350466700948e+00,1.128599001632955012e+00,9.413115949617386624e-01,7.986996773392184279e-01,6.561386841416201321e-01,5.509962324029280545e-01,4.616385309353088773e-01,3.904103459582519142e-01,3.061502240569179412e-01,2.613513032304849437e-01
1.842027197064143973e+00,1.704988267511907463e+00,1.674653245524698741e+00,1.625824717541366926e+00,1.657527414941046384e+00,1.618952258472773131e+00,1.573007962109319591e+00,1.559974671039813465e+00,1.458966358352911774e+00,1.323303943682259787e+00,1.128231769147341357e+00,9.408975607711531630e-01,7.983007382515140415e-01,6.558241809217818519e-01,5.508266242440229554e-01,4.614816391913162952e-01,3.901917927617451487e-01,3.058415220228793974e-01,2.610473574276194753e-01
1.841915856843636901e+00,1.704933411425207934e+00,1.674295109996489117e+00,1.625464940537157510e+00,1.657211487129518490e+00,1.618573808152041105e+00,1.572591812548463031e+00,1.559648829526297575e+00,1.458614820354089403e+00,1.323050574039373872e+00,1.127864363635698641e+00,9.404840569526108363e-01,7.979023928969293245e-01,6.555093708393759933e-01,5.506548439523893945e-01,4.613221272272687856e-01,3.899713457354309076e-01,3.055319548174039723e-01,2.607428769095081478e-01
1.841804159269515351e+00,1.704874949189131295e+00,1.673940336206398038e+00,1.625107920359197600e+00,1.656897018408369560e+00,1.618197824939576090e+00,1.572178257120755873e+00,1.559324145046603327e+00,1.458264347749496759e+00,1.322796226921509444e+00,1.127496769693919099e+00,9.400710652934282097e-01,7.975046222423084474e-01,6.551942406149953158e-01,5.504808911416376738e-01,4.611600011534592314e-01,3.897490096134749726e-01,3.052215250800178747e-01,2.604378635435244949e-01
1.841692095724829503e+00,1.704812903104504951e+00,1.673588881375015269e+00,1.624753618171949077e+00,1.656583978002139190e+00,1.617824269450844676e+00,1.571767256637307764e+00,1.559000587849770580e+00,1.457914911591675411e+00,1.322540887712133850e+00,1.127128971917894518e+00,9.396585675809205895e-01,7.971074072544955813e-01,6.548787769692321348e-01,5.503047654253780951e-01,4.609952670801809593e-01,3.895247891300429588e-01,3.049102354502467027e-01,2.601323191970422721e-01
1.841579657592630870e+00,1.704747295472156310e+00,1.673240702722931683e+00,1.624401995139874044e+00,1.656272335135370088e+00,1.617453102301315671e+00,1.571358771909227015e+00,1.558678128184838307e+00,1.457566482933166707e+00,1.322284541794713997e+00,1.126760954903516687e+00,9.392465456024032822e-01,7.967107289003344528e-01,6.545629666226790988e-01,5.501264664172209606e-01,4.608279311177267967e-01,3.892986890193008143e-01,3.045980885676165539e-01,2.598262457374345691e-01
1.841466836255970740e+00,1.704678148592913223e+00,1.672895757470737932e+00,1.624053012427434606e+00,1.655962059032603184e+00,1.617084284106455661e+00,1.570952763747623049e+00,1.558356736300846146e+00,1.457219032826511329e+00,1.322027174552717010e+00,1.126392703246676952e+00,9.388349811451928151e-01,7.963145681466691217e-01,6.542467962959280792e-01,5.499459937307771273e-01,4.606579993763899594e-01,3.890707140154138766e-01,3.042850870716532485e-01,2.595196450320751413e-01
