1.949475990841165185e-04,4.937713034451007843e-03,1.384289207635447383e-04
1.334232365479692817e-04,4.909930285066366196e-03,1.384083734592422843e-04
1.725921465549618006e-04,4.924546927213668823e-03,1.384202914778143167e-04
1.817763550207018852e-04,4.930648952722549438e-03,1.384206407237797976e-04
1.623760763322934508e-04,4.921597428619861603e-03,1.384106872137635946e-04
1.873011351563036442e-04,4.931938834488391876e-03,1.384220668114721775e-04
1.479041238781064749e-04,4.910577088594436646e-03,1.384130446240305901e-04
2.144220052286982536e-04,4.949663765728473663e-03,1.384333008900284767e-04
1.070346770575270057e-04,4.892420023679733276e-03,1.384171482641249895e-04
1.383156195515766740e-04,4.912139382213354111e-03,1.384158385917544365e-04
1.289559440920129418e-04,4.908263683319091797e-03,1.384056231472641230e-04
1.752315729390829802e-04,4.921364597976207733e-03,1.384254865115508437e-04
1.744794135447591543e-04,4.925187677145004272e-03,1.384230126859620214e-04
2.327595429960638285e-04,4.966530483216047287e-03,1.384323404636234045e-04
1.858645700849592686e-04,4.928478039801120758e-03,1.384332135785371065e-04
1.435381564078852534e-04,4.919504746794700623e-03,1.384011993650346994e-04
2.157230192096903920e-04,4.950048867613077164e-03,1.384386850986629725e-04
7.215150981210172176e-05,4.867680836468935013e-03,1.384321367368102074e-04
1.328388898400589824e-04,4.910875577479600906e-03,1.384076749673113227e-04
2.618035650812089443e-04,4.982988350093364716e-03,1.384443457936868072e-04
8.389882714254781604e-05,4.875474609434604645e-03,1.384256029268726707e-04
1.437526661902666092e-04,4.918183200061321259e-03,1.384018833050504327e-04
1.793375995475798845e-04,4.928718786686658859e-03,1.384216011501848698e-04
1.217283206642605364e-04,4.905841313302516937e-03,1.384126080665737391e-04
1.805328938644379377e-04,4.926545079797506332e-03,1.384261850034818053e-04
1.343032054137438536e-04,4.911785013973712921e-03,1.384117058478295803e-04
1.077187625924125314e-04,4.892049357295036316e-03,1.384161587338894606e-04
2.007819421123713255e-04,4.949231166392564774e-03,1.384167699143290520e-04
1.103246322600170970e-04,4.890756681561470032e-03,1.384185161441564560e-04
1.426752860425040126e-04,4.916671663522720337e-03,1.384009083267301321e-04
2.060711267404258251e-04,4.946929868310689926e-03,1.384278439218178391e-04
1.424229994881898165e-04,4.916322417557239532e-03,1.384068746119737625e-04
1.953778992174193263e-04,4.938910249620676041e-03,1.384283532388508320e-04
1.477793121011927724e-04,4.923593718558549881e-03,1.383974158670753241e-04
1.371891266899183393e-04,4.912430886179208755e-03,1.384027418680489063e-04
1.659037079662084579e-04,4.919829312711954117e-03,1.384231436531990767e-04
1.986060815397650003e-04,4.947377368807792664e-03,1.384139468427747488e-04
1.126003699027933180e-04,4.893644712865352631e-03,1.384127826895564795e-04
