1.405366929247975349e-04,4.943909123539924622e-03,1.381884794682264328e-04
1.686985051492229104e-04,4.969368688762187958e-03,1.381977199343964458e-04
9.761164983501657844e-05,4.910651594400405884e-03,1.381542970193549991e-04
1.322304015047848225e-04,4.942920524626970291e-03,1.381779584335163236e-04
1.334112021140754223e-04,4.940294660627841949e-03,1.381820766255259514e-04
1.289906358579173684e-04,4.922294523566961288e-03,1.381989277433604002e-04
1.663467701291665435e-04,4.951439797878265381e-03,1.382154150633141398e-04
1.267843617824837565e-04,4.930627066642045975e-03,1.381832698825746775e-04
1.280554424738511443e-04,4.934075288474559784e-03,1.381814363412559032e-04
2.018664963543415070e-04,4.999409429728984833e-03,1.382100454065948725e-04
