-1.085416147833780515e-01,-2.328104592961788982e-02,-3.880473026550707027e-01,-3.843916176377382143e-01,-3.292417852112040633e-01,-4.006082412285930094e-01,-4.393405309254355129e-01,-3.365393801622376113e-01,-3.613996358775684037e-01,-2.454049884322902775e-01,-3.660587293564173117e-01,-4.181731596153148711e-01,-4.035939769277076539e-01,-3.123118539147217154e-01,-1.531761340472628519e-01,-1.369085370033199800e-01,-2.039945699088802911e-01,-3.018270941338741520e-01,-2.995761178077025466e-01
-1.088254402238578167e-01,-2.707295663485875109e-02,-3.843256649198621977e-01,-3.813077762431424933e-01,-3.275228241173011590e-01,-3.978091663119012189e-01,-4.364162194401686179e-01,-3.351308730910493860e-01,-3.600894996968126982e-01,-2.462573696450430505e-01,-3.661161670781672428e-01,-4.175068594059210270e-01,-4.028582316196469004e-01,-3.125189136578368498e-01,-1.553431996188066599e-01,-1.395719182087237498e-01,-2.059219766227794457e-01,-3.027111770465956697e-01,-3.001242896337286137e-01
-1.091178739962118810e-01,-3.084258881336260708e-02,-3.806467638146894261e-01,-3.782627315510511679e-01,-3.258346077065079616e-01,-3.950494365432349331e-01,-4.335310576570981511e-01,-3.337520872296341756e-01,-3.588082820272557316e-01,-2.471243527743234580e-01,-3.661889935040346100e-01,-4.168587536682172301e-01,-4.021415004344323085e-01,-3.127392395291637706e-01,-1.575106511935855658e-01,-1.422291952313887442e-01,-2.078446539051657382e-01,-3.035926230729839581e-01,-3.006705959536746242e-01
-1.094189161004401750e-01,-3.458994246512780285e-02,-3.770105993395540533e-01,-3.752564835614655703e-01,-3.241771359788253037e-01,-3.923290519225952067e-01,-4.306850455762254448e-01,-3.324030225779925352e-01,-3.575559828688983921e-01,-2.480059378201309450e-01,-3.662772086340192468e-01,-4.162288424022036470e-01,-4.014437833720643778e-01,-3.129728315287024221e-01,-1.596784887715985146e-01,-1.448803680713138808e-01,-2.097626017560381695e-01,-3.044714322130386286e-01,-3.012150367675407447e-01
-1.097285665365429624e-01,-3.831501759015765868e-02,-3.734171714944529152e-01,-3.722890322743830360e-01,-3.225504089342516312e-01,-3.896480124499798192e-01,-4.278781831975476679e-01,-3.310836791361234654e-01,-3.563326022217391809e-01,-2.489021247824662053e-01,-3.663808124681211531e-01,-4.156171256078795007e-01,-4.007650804325423310e-01,-3.132196896564528599e-01,-1.618467123528476159e-01,-1.475254367285015189e-01,-2.116758201753986268e-01,-3.053476044667604583e-01,-3.017576120753269198e-01
-1.100468253045200628e-01,-4.201781418845051269e-02,-3.698664802793875661e-01,-3.693603776898049529e-01,-3.209544265727876655e-01,-3.870063181253897144e-01,-4.251104705210663193e-01,-3.297940569040273551e-01,-3.551381400857789306e-01,-2.498129136613290169e-01,-3.664998050063404400e-01,-4.150236032852454016e-01,-4.001053916158666679e-01,-3.134798139124151395e-01,-1.640153219373317039e-01,-1.501644012029504371e-01,-2.135843091632461110e-01,-3.062211398341491697e-01,-3.022983218770333713e-01
-1.103736924043715179e-01,-4.569833226000635795e-02,-3.663585256943580615e-01,-3.664705198077310988e-01,-3.193891888944335178e-01,-3.844039689488251699e-01,-4.223819075467815098e-01,-3.285341558817044261e-01,-3.539725964610175857e-01,-2.507383044567194630e-01,-3.666341862486770520e-01,-4.144482754343010722e-01,-3.994647169220371663e-01,-3.137532042965892054e-01,-1.661843175250509452e-01,-1.527972614946607188e-01,-2.154880687195806777e-01,-3.070920383152045963e-01,-3.028371661726599329e-01
-1.107091678360973275e-01,-4.935657180482520140e-02,-3.628933077393643458e-01,-3.636194586281618069e-01,-3.178546958991890770e-01,-3.818409649202860190e-01,-4.196924942746929066e-01,-3.273039760691544564e-01,-3.528359713474551462e-01,-2.516782971686373771e-01,-3.667839561951310445e-01,-4.138911420550467901e-01,-3.988430563510539373e-01,-3.140398608089751131e-01,-1.683536991160052287e-01,-1.554240176036322807e-01,-2.173870988444023544e-01,-3.079602999099268490e-01,-3.033741449622064934e-01
-1.110532515996972974e-01,-5.299253282290542627e-02,-3.594708264144079179e-01,-3.608071941510981318e-01,-3.163509475870550647e-01,-3.793173060397734275e-01,-4.170422307048020083e-01,-3.261035174663781122e-01,-3.517282647450921118e-01,-2.526328917970823151e-01,-3.669491148457023622e-01,-4.133522031474827219e-01,-3.982404099029173139e-01,-3.143397834495726406e-01,-1.705234667101936941e-01,-1.580446695298639848e-01,-2.192813995377102809e-01,-3.088259246183155393e-01,-3.039092582456730529e-01
-1.114059436951718024e-01,-5.660621531425026609e-02,-3.560910817194857247e-01,-3.580337263765375755e-01,-3.148779439580300377e-01,-3.768329923072851195e-01,-4.144311168371063170e-01,-3.249327800733742277e-01,-3.506494766539274832e-01,-2.536020883420552208e-01,-3.671296622003909493e-01,-4.128314587116082013e-01,-3.976567775776266855e-01,-3.146529722183819544e-01,-1.726936203076181453e-01,-1.606592172733581902e-01,-2.211709707995060947e-01,-3.096889124403713334e-01,-3.044425060230598890e-01
