-9.750074894329788244e-02,-1.050326143975659071e-01,-9.305681251399745835e-02,-3.432775601504224894e-01,-3.081760365461738704e-01,-3.767204367293301437e-01,-3.939701933213718976e-01,-3.028610560019580622e-01,-3.647347776353209725e-01,-3.157665165680493824e-01,-3.319490929518085220e-01,-3.545496420253769765e-01,-4.076432183243896001e-01,-3.856850431569380788e-01,-3.088324465062002866e-01,-1.873461391326343983e-01,-5.390042207253019357e-02
-9.804216947816485339e-02,-1.066357598933410505e-01,-9.494151400927179629e-02,-3.408415008091638665e-01,-3.065294899407178253e-01,-3.740094965664160220e-01,-3.911551713459443524e-01,-3.014894951735744844e-01,-3.632352057475110585e-01,-3.154313960091348901e-01,-3.321133829450898522e-01,-3.550512667647128806e-01,-4.069152878308985311e-01,-3.852251980476073534e-01,-3.088534883871276726e-01,-1.890218299834437732e-01,-5.737736325493712763e-02
-9.859002969844850306e-02,-1.082388402463993482e-01,-9.682468666255260314e-02,-3.384394786024840229e-01,-3.049131622915943196e-01,-3.713349591053125565e-01,-3.883790846816394526e-01,-3.001476550342561667e-01,-3.617654957928581050e-01,-3.151184333557177086e-01,-3.322947234259586158e-01,-3.555641669520701043e-01,-4.062072012797253717e-01,-3.847811927011718924e-01,-3.088889604840771019e-01,-1.906994463153609265e-01,-6.084593169335073687e-02
-9.914432960414859553e-02,-1.098418554567401756e-01,-9.870633047383903236e-02,-3.360714935303837358e-01,-3.033270535988042416e-01,-3.686968243460210237e-01,-3.856419333284581419e-01,-2.988355355840034422e-01,-3.603256477713626671e-01,-3.148276286077980601e-01,-3.324931143944146461e-01,-3.560883425874483699e-01,-4.055189586708707328e-01,-3.843530271176320290e-01,-3.089388627970486301e-01,-1.923789881283852754e-01,-6.430612738776951554e-02
-9.970506919526563039e-02,-1.114448055243649344e-01,-1.005864454431327909e-01,-3.337375455928610624e-01,-3.017711638623460924e-01,-3.660950922885389813e-01,-3.829437172863983663e-01,-2.975531368228153672e-01,-3.589156616830235236e-01,-3.145589817653756115e-01,-3.327085558504582208e-01,-3.566237936708479550e-01,-4.048505600043338926e-01,-3.839407012969874300e-01,-3.090031953260423125e-01,-1.940604554225181799e-01,-6.775795033819646818e-02
-1.002722484717993578e-01,-1.130476904492729168e-01,-1.024650315704330183e-01,-3.314376347899169462e-01,-3.002454930822206491e-01,-3.635297629328678171e-01,-3.802844365554611805e-01,-2.963004587506924414e-01,-3.575355375278411740e-01,-3.143124928284505293e-01,-3.329410477940891733e-01,-3.571705202022688597e-01,-4.042020052801150731e-01,-3.835442152392382065e-01,-3.090819580710580383e-01,-1.957438481977589184e-01,-7.120140054463008905e-02
-1.008458674337497363e-01,-1.146505102314641505e-01,-1.043420888557397286e-01,-3.291717611215515538e-01,-2.987500412584278564e-01,-3.610008362790072534e-01,-3.776640911356465291e-01,-2.950775013676347203e-01,-3.561852753058155074e-01,-3.140881617970227579e-01,-3.331905902253073926e-01,-3.577285221817108618e-01,-4.035732944982143855e-01,-3.831635689443844139e-01,-3.091751510320959184e-01,-1.974291664541074909e-01,-7.463647800707039204e-02
-1.014259260811168073e-01,-1.162532648709385247e-01,-1.062176172990528800e-01,-3.269399245877647187e-01,-2.972848083909677142e-01,-3.585083123269574013e-01,-3.750826810269543565e-01,-2.938842646736421482e-01,-3.548648750169468014e-01,-3.138859886710923530e-01,-3.334571831441130452e-01,-3.582977996091743500e-01,-4.029644276586317742e-01,-3.827987624124259414e-01,-3.092827742091558973e-01,-1.991164101915639251e-01,-7.806318272551734938e-02
-1.020124244139003072e-01,-1.178559543676954702e-01,-1.080916169003716953e-01,-3.247421251885574955e-01,-2.958497944798408330e-01,-3.560521910767194820e-01,-3.725402062293860506e-01,-2.927207486687152804e-01,-3.535743366612355554e-01,-3.137059734506593145e-01,-3.337408265505059091e-01,-3.588783524846586026e-01,-4.023754047613675167e-01,-3.824497956433630663e-01,-3.094048276022379196e-01,-2.008055794101275271e-01,-8.148151469996949003e-02
-1.026053624321007496e-01,-1.194585787217363193e-01,-1.099640876596978262e-01,-3.225783629239279970e-01,-2.944449995250459917e-01,-3.536324725282911641e-01,-3.700366667429391132e-01,-2.915869533528532287e-01,-3.523136602386804372e-01,-3.135481161357234758e-01,-3.340415204444864283e-01,-3.594701808081644523e-01,-4.018062258064210579e-01,-3.821166686371954002e-01,-3.095413112113421517e-01,-2.024966741097996292e-01,-8.489147393042979772e-02
