-1.001308057996772582e-01,-1.438797365845039256e-01,-1.085563242398634720e-01,-1.570806906834441019e-01,-3.100116116315688730e-01,-3.807921877419440104e-01,-3.393600021234061681e-01,-3.303907717276467482e-01,-2.830097076240045140e-01,-2.394942897428270767e-01,-3.122151703397913480e-01,-4.009160818300161466e-01,-2.590446287959852767e-01,-8.796584416082595115e-02,-1.809190238821982155e-01,nan,nan,-2.089668877149572224e-01
-1.004367682474167633e-01,-1.442573346791107547e-01,-1.102549390670957558e-01,-1.581467150537832766e-01,-3.083138832135578489e-01,-3.781278220470085105e-01,-3.375221290855503486e-01,-3.291336704072537755e-01,-2.828506781021914440e-01,-2.408159978120603395e-01,-3.131271960108176211e-01,-4.008287433226924712e-01,-2.600577410464434691e-01,-9.098903154981349828e-02,-1.829404084255031315e-01,nan,nan,-2.093062801505280734e-01
-1.007516046180398639e-01,-1.446442207741513719e-01,-1.119527827701919248e-01,-1.592195138110693298e-01,-3.066465729097989090e-01,-3.755002292879990322e-01,-3.357174466826309822e-01,-3.279059320764026175e-01,-2.827134854164333744e-01,-2.421479947961739099e-01,-3.140491751156442857e-01,-4.007531761077888222e-01,-2.610783507075629672e-01,-9.400570902746929747e-02,-1.849571220541762206e-01,nan,nan,-2.096446007089683150e-01
-1.010753149115463795e-01,-1.450403948696256107e-01,-1.136498553491512298e-01,-1.602990869553015951e-01,-3.050096807202927751e-01,-3.729094094649164082e-01,-3.339459549146489015e-01,-3.267075567350936072e-01,-2.825981295667301385e-01,-2.434902806951672605e-01,-3.149811076542706756e-01,-4.006893801853053105e-01,-2.621064577793435491e-01,-9.701587659379200257e-02,-1.869691647682164559e-01,nan,nan,-2.099818493902777250e-01
-1.014078991279366709e-01,-1.454458569655337763e-01,-1.153461568039751833e-01,-1.613854344864810442e-01,-3.034032066450381704e-01,-3.703553625777585290e-01,-3.322076537816025521e-01,-3.255385443833256898e-01,-2.825046105530816254e-01,-2.448428555090415015e-01,-3.159229936266979011e-01,-4.006373555552417143e-01,-2.631420622617858252e-01,-1.000195342487843336e-01,-1.889765365676258080e-01,nan,nan,-2.103180261944565810e-01
-1.017493572672105023e-01,-1.458606070618757022e-01,-1.170416871346630222e-01,-1.624785564046073161e-01,-3.018271506840356500e-01,-3.678380886265263938e-01,-3.305025432834926558e-01,-3.243988950210995315e-01,-2.824329283754879460e-01,-2.462057192377962445e-01,-3.168748330329252960e-01,-4.005971022175980889e-01,-2.641851641548894625e-01,-1.030166819924449029e-01,-1.909792374524032499e-01,nan,nan,-2.106531311215047997e-01
-1.020996893293679708e-01,-1.462846451586514163e-01,-1.187364463412147741e-01,-1.635784527096803276e-01,-3.002815128372852693e-01,-3.653575876112201137e-01,-3.288306234203192679e-01,-3.232886086484149657e-01,-2.823830830339492115e-01,-2.475788718814311840e-01,-3.178366258729531380e-01,-4.005686201723746009e-01,-2.652357634586544610e-01,-1.060073198247737519e-01,-1.929772674225488094e-01,nan,nan,-2.109871641714223534e-01
-1.024588953144089931e-01,-1.467179712558608629e-01,-1.204304344236303836e-01,-1.646851234017001342e-01,-2.987662931047870285e-01,-3.629138595318397442e-01,-3.271918941920823332e-01,-3.222076852652721035e-01,-2.823550745284651442e-01,-2.489623134399465421e-01,-3.188083721467812048e-01,-4.005519094195710839e-01,-2.662938601730808208e-01,-1.089914477457708253e-01,-1.949706264780625697e-01,nan,nan,-2.113201253442092697e-01
-1.028269752223334166e-01,-1.471605853535038755e-01,-1.221236513819091152e-01,-1.657985684806661253e-01,-2.972814914865415936e-01,-3.605069043883861735e-01,-3.255863555987826286e-01,-3.211561248716715555e-01,-2.823489028590359662e-01,-2.503560439133416526e-01,-3.197900718544090526e-01,-4.005469699591877042e-01,-2.673594542981680977e-01,-1.119690657554348739e-01,-1.969593146189435318e-01,nan,nan,-2.116520146398652991e-01
-1.032039290531416159e-01,-1.476124874515808982e-01,-1.238160972160524814e-01,-1.669187879465793833e-01,-2.958271079825476879e-01,-3.581367221808574586e-01,-3.240140076404187663e-01,-3.201339274676119895e-01,-2.823645680256616219e-01,-2.517600633016177092e-01,-3.207817249958377914e-01,-4.005538017912242399e-01,-2.684325458339172354e-01,-1.149401738537684931e-01,-1.989433318451935273e-01,nan,nan,-2.119828320583908576e-01
-1.035897568068333829e-01,-1.480736775500917091e-01,-1.255077719260597469e-01,-1.680457817994394087e-01,-2.944031425928058665e-01,-3.558033129092545988e-01,-3.224748503169913572e-01,-3.191410930530941825e-01,-2.824020700283420560e-01,-2.531743716047741288e-01,-3.217833315710666442e-01,-4.005724049156808575e-01,-2.695131347803276789e-01,-1.179047720407703920e-01,-2.009226781568116682e-01,nan,nan,-2.123125775997857789e-01
-1.039844584834087871e-01,-1.485441556490361692e-01,-1.271986755119308976e-01,-1.691795500392462293e-01,-2.930095953173161294e-01,-3.535066765735775385e-01,-3.209688836285004010e-01,-3.181776216281181346e-01,-2.824614088670773238e-01,-2.545989688228109671e-01,-3.227948915800959440e-01,-4.006027793325574460e-01,-2.706012211373994281e-01,-1.208628603164405291e-01,-2.028973535537979545e-01,nan,nan,-2.126412512640500074e-01
-1.043880340828677311e-01,-1.490239217484145284e-01,-1.288888079736659198e-01,-1.703200926659997616e-01,-2.916464661560785321e-01,-3.512468131738262778e-01,-3.194961075749459534e-01,-3.172435131926836238e-01,-2.825425845418674808e-01,-2.560338549557280019e-01,-3.238164050229254132e-01,-4.006449250418541719e-01,-2.716968049051325940e-01,-1.238144386807789460e-01,-2.048673580361523860e-01,nan,nan,-2.129688530511834876e-01
-1.048004836052100625e-01,-1.495129758482263704e-01,-1.305781693112640918e-01,-1.714674096796995895e-01,-2.903137551090936852e-01,-3.490237227100019823e-01,-3.180565221563286804e-01,-3.163387677467912606e-01,-2.826455970527124162e-01,-2.574790300035249002e-01,-3.248478718995547743e-01,-4.006988420435708687e-01,-2.727998860835266770e-01,-1.267595071337843105e-01,-2.068326916038740193e-01,nan,nan,-2.132953829611861918e-01
-1.052218070504362113e-01,-1.500113179484722226e-01,-1.322667595247269123e-01,-1.726215010803466288e-01,-2.890114621763603675e-01,-3.468374051821023762e-01,-3.166501273726472498e-01,-3.154633852904401570e-01,-2.827704463996121298e-01,-2.589344939662026612e-01,-3.258892922099849154e-01,-4.007645303377075918e-01,-2.739104646725825098e-01,-1.296980656754592731e-01,-2.087933542569647138e-01,nan,nan,-2.136208409940584529e-01
-1.056520044185459140e-01,-1.505189480491518073e-01,-1.339545786140536043e-01,-1.737823668679404632e-01,-2.877395873578792451e-01,-3.446878605901286807e-01,-3.152769232239022723e-01,-3.146173658236308124e-01,-2.829171325825667882e-01,-2.604002468437608964e-01,-3.269406659542153371e-01,-4.008419899242643969e-01,-2.750285406722998149e-01,-1.326301143058024878e-01,-2.107493459954235260e-01,nan,nan,-2.139452271497999658e-01
-1.060910757095392121e-01,-1.510358661502651523e-01,-1.356416265792441955e-01,-1.749500070424810372e-01,-2.864981306536501515e-01,-3.425750889340808403e-01,-3.139369097100937478e-01,-3.138007093463630048e-01,-2.830856556015761694e-01,-2.618762886361994391e-01,-3.280019931322459836e-01,-4.009312208032411173e-01,-2.761541140826784813e-01,-1.355556530248139546e-01,-2.127006668192505112e-01,nan,nan,-2.142685414284108691e-01
