-7.541569869525771574e-02,-5.038452662584622793e-02,-1.256775590703979040e-01,-8.877063584101210769e-02,-3.154435601369467435e-01,-4.152845096504495515e-01,-3.635041902501200406e-01,-3.212697565932579047e-01,-3.530801247497300510e-01,-3.026529132558469781e-01,-3.215215866456164195e-01,-2.310928026448947070e-01,-1.575856707696963732e-01,-2.457333168764213038e-01,-3.154821263453603253e-01
-7.627208970444465663e-02,-5.302503263928959321e-02,-1.273954560066447028e-01,-9.142039381974510770e-02,-3.135789766318302640e-01,-4.122679334980436372e-01,-3.615280120487190385e-01,-3.202008918220954903e-01,-3.524575186715572239e-01,-3.037060741970145084e-01,-3.225703066560429155e-01,-2.325775753865899631e-01,-1.603205784436466663e-01,-2.474798119611947289e-01,-3.162840804680589479e-01
-7.713291161903175486e-02,-5.565668132693250142e-02,-1.291120737279511654e-01,-9.406320189969355483e-02,-3.117456774794321595e-01,-4.092902774397591537e-01,-3.595851151173994897e-01,-3.191592959330243340e-01,-3.518564005622412116e-01,-3.047657546405019291e-01,-3.236240491576705680e-01,-2.340679402740060144e-01,-1.630492784638008230e-01,-2.492218924912726341e-01,-3.170835980932437126e-01
-7.799816443901858021e-02,-5.827947268877377296e-02,-1.308274122343164869e-01,-9.669906008085638049e-02,-3.099436626797532068e-01,-4.063515414755972666e-01,-3.576754994561624490e-01,-3.181449689260448799e-01,-3.512767704217822362e-01,-3.058319545863084632e-01,-3.246828141504988219e-01,-2.355638973071421949e-01,-1.657717708301575388e-01,-2.509595584666540757e-01,-3.178806792209145637e-01
-7.886784816440596535e-02,-6.089340672481573929e-02,-1.325414715257422216e-01,-9.932796836323581902e-02,-3.081729322327918519e-01,-4.034517256055552559e-01,-3.557991650650059734e-01,-3.171579108011563508e-01,-3.507186282501797980e-01,-3.069046740344352209e-01,-3.257466016345287319e-01,-2.370654464859998367e-01,-1.684880555427192284e-01,-2.526928098873404971e-01,-3.186753238510721120e-01
-7.974196279519349395e-02,-6.349848343505724857e-02,-1.342542516022275922e-01,-1.019499267468307324e-01,-3.064334861385488162e-01,-4.005908298296345094e-01,-3.539561119439310621e-01,-3.161981215583590799e-01,-3.501819740474341747e-01,-3.079839129848818136e-01,-3.268154116097597428e-01,-2.385725878105783015e-01,-1.711981326014846982e-01,-2.544216467533312320e-01,-3.194675319837158578e-01
-8.062050833138116601e-02,-6.609470281949829384e-02,-1.359657524637726267e-01,-1.045649352316411623e-01,-3.047253243970240999e-01,-3.977688541478349160e-01,-3.521463400929377707e-01,-3.152656011976530115e-01,-3.496668078135453661e-01,-3.090696714376480747e-01,-3.278892440761920213e-01,-2.400853212808775339e-01,-1.739020020064539762e-01,-2.561460690646262250e-01,-3.202573036188459676e-01
-8.150348477296898153e-02,-6.868206487813885430e-02,-1.376759741103773249e-01,-1.071729938176670671e-01,-3.030484470082178694e-01,-3.949857985601566979e-01,-3.503698495120260437e-01,-3.143603497190382567e-01,-3.491731295485133724e-01,-3.101619493927340043e-01,-3.289680990338253452e-01,-2.416036468968977002e-01,-1.765996637576270067e-01,-2.578660768212256427e-01,-3.210446387564624970e-01
-8.239089211995655193e-02,-7.126056961097779197e-02,-1.393849165420408820e-01,-1.097741025049072949e-01,-3.014028539721307909e-01,-3.922416630666009651e-01,-3.486266402011965471e-01,-3.134823671225152042e-01,-3.487009392523384155e-01,-3.112607468501392138e-01,-3.300519764826593816e-01,-2.431275646586379124e-01,-1.792911178550025963e-01,-2.595816700231284857e-01,-3.218295373965650019e-01
-8.328273037234466825e-02,-7.383021701801745218e-02,-1.410925797587648522e-01,-1.123682612933641911e-01,-2.997885452887613100e-01,-3.895364476671652199e-01,-3.469167121604477821e-01,-3.126316534080831322e-01,-3.482502369250200513e-01,-3.123660638098647024e-01,-3.311408764226950185e-01,-2.446570745660996415e-01,-1.819763642985831875e-01,-2.612928486703364750e-01,-3.226119995391543149e-01
