-8.014426435912525015e-02,-7.370652761381751850e-02,-1.848355382255229828e-01,-1.561515566104357544e-01,-2.791853523154637640e-01,-3.950085719366968062e-01,-3.402498711847906088e-01,-2.506982245559847833e-01,-2.655186667115578825e-01,-3.446408381614367578e-01,-3.634762668825708976e-01,-2.821713159578849717e-01,-2.866322419077156902e-01,-7.108795083339691789e-02,-2.266851860069859781e-01,-3.323614788822942812e-01
-8.094574258269189582e-02,-7.554115966719401887e-02,-1.854010754329340760e-01,-1.577323035180678845e-01,-2.782087390337533717e-01,-3.924183531964069438e-01,-3.383620483618904884e-01,-2.513950542509438280e-01,-2.671662825080218240e-01,-3.455698008109340802e-01,-3.646404203554922119e-01,-2.844158424118604089e-01,-2.870124472824803208e-01,-7.402348611259380873e-02,-2.285429208616204799e-01,-3.333190917058267977e-01
-8.175164240710709740e-02,-7.737375324676061539e-02,-1.859782551273188034e-01,-1.593163363531229226e-01,-2.772585528493614060e-01,-3.898650557526345817e-01,-3.365073161702383242e-01,-2.521077707546508506e-01,-2.688204766538739299e-01,-3.465074916931337734e-01,-3.658058853330687366e-01,-2.866516125818527883e-01,-2.874024665932181088e-01,-7.695359588901196091e-02,-2.303958467315777858e-01,-3.342738251665965943e-01
-8.256196383237050795e-02,-7.920430835251648927e-02,-1.865670773086768319e-01,-1.609036551156002859e-01,-2.763347937622883110e-01,-3.873486796053809966e-01,-3.346856746098351709e-01,-2.528363740671052962e-01,-2.704812491491133120e-01,-3.474539108080356153e-01,-3.669726618153000275e-01,-2.888786264678613325e-01,-2.878022998399287768e-01,-7.987828016265005604e-02,-2.322439636168570354e-01,-3.352256792646031713e-01
-8.337670685848280749e-02,-8.103282498446327808e-02,-1.871675419770086890e-01,-1.624942598055013343e-01,-2.754374617725331431e-01,-3.848692247546439682e-01,-3.328971236806792522e-01,-2.535808641883077752e-01,-2.721485999937417466e-01,-3.484090581556403277e-01,-3.681407498021871394e-01,-2.910968840698878735e-01,-2.882119470226128244e-01,-8.279753893351073091e-02,-2.340872715174597829e-01,-3.361746539998473615e-01
-8.419587148544366295e-02,-8.285930314260019081e-02,-1.877796491323142358e-01,-1.640881504228253462e-01,-2.745665568800964018e-01,-3.824266912004244956e-01,-3.311416633827714007e-01,-2.543412411182582877e-01,-2.738225291877582901e-01,-3.493729337359474663e-01,-3.693101492937294617e-01,-2.933063853879315230e-01,-2.886314081412700294e-01,-8.571137220159268100e-02,-2.359257704333853345e-01,-3.371207493723286652e-01
-8.501945771325306045e-02,-8.468374282692719968e-02,-1.884033987745932781e-01,-1.656853269675723495e-01,-2.737220790849780316e-01,-3.800210789427226343e-01,-3.294192937161117829e-01,-2.551175048569564452e-01,-2.755030367311628869e-01,-3.503455375489571422e-01,-3.704808602899271053e-01,-2.955071304219922257e-01,-2.890606831959002809e-01,-8.861977996689592019e-02,-2.377594603646336346e-01,-3.380639653820472490e-01
-8.584746554191101386e-02,-8.650614403744434633e-02,-1.890387909038459546e-01,-1.672857894397422884e-01,-2.729040283871780326e-01,-3.776523879815384399e-01,-3.277300146807001768e-01,-2.559096554044024696e-01,-2.771901226239556482e-01,-3.513268695946692999e-01,-3.716528827907799593e-01,-2.976991191720699259e-01,-2.894997721865036899e-01,-9.152276222942040684e-02,-2.395883413112047111e-01,-3.390043020290028908e-01
-8.667989497141712074e-02,-8.832650677415075646e-02,-1.896858255200719046e-01,-1.688895378393344970e-01,-2.721124047866967377e-01,-3.753206183168729115e-01,-3.260738262765374151e-01,-2.567176927605959169e-01,-2.788837868661358521e-01,-3.523169298730834398e-01,-3.728262167962876350e-01,-2.998823516381637910e-01,-2.899486751130800344e-01,-9.442031898916490584e-02,-2.414124132730976757e-01,-3.399417593131952575e-01
-8.751674600177215824e-02,-9.014483103704806766e-02,-1.903445026232717663e-01,-1.704965721663504186e-01,-2.713472082835334809e-01,-3.730257699487238843e-01,-3.244507285036219435e-01,-2.575416169255375642e-01,-2.805840294577049421e-01,-3.533157183842006166e-01,-3.740008623064511317e-01,-3.020568278202755974e-01,-2.904073919756297584e-01,-9.731245024613192907e-02,-2.432316762503142216e-01,-3.408763372346253484e-01
